ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,10000.0,nM,Inhibition of recombinant full length human CDK5/p25 using histone H1 as substrate incubated for 40 mins in presence of [gamma-33ATP] by radiometric scintillation counting analysis
CHEMBL4540226,CC(C)c1n[nH]c2c(NCc3ccc(-c4ccccn4)cc3)nc(SCCN)nc12,15.0,nM,Inhibition of recombinant human full-length N-terminal GST-His6 fused CDK5 (M1 to P292 residues)/N-terminal His6-tagged p25 (A104 to R307 residues) expressed in baculovirus infected Sf9 insect cells using histone H1 as substrate measured in presence of [gamma-33P]ATP
CHEMBL4475474,C#Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,80.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4445964,C#Cc1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc1,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4515295,C#CCCc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,70.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4483607,C#Cc1ccnc(NC(=O)Nc2cccc3c2[C@@H]2CCCCN2C3=O)c1,50.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4463060,C#Cc1ccnc(NC(=O)Nc2cccc3c2[C@H]2CCCCN2C3=O)c1,18.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4566076,C#Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,68.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4518977,c1ccc2c(NCCn3ccnn3)c3c(nc2c1)CCCC3,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4583414,O=C(Nc1cc(COCc2cn(CCNc3ccnc4ccccc34)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,240.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4459540,O=C(Nc1cc(COCc2cn(CCNc3ccncc3)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,200.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4531222,O=C(Nc1cc(COCc2cn(CCCc3ccccc3)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,260.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4537142,Cn1cc(COCc2ccnc(NC(=O)Nc3cccc4c3C3CCCCN3C4=O)c2)nn1,250.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4444585,C#CCN(C)Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,90.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4435354,C#CCOCc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,150.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4537026,O=C(Nc1cccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)n1)Nc1cccc2c1C1CCCCN1C2=O,3100.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4583650,O=C(Nc1ccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)cn1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4443468,O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1[C@@H]1CCCCN1C2=O,1100.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4443989,O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1[C@H]1CCCCN1C2=O,500.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4559936,O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,800.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4593316,O=C(Nc1cc(CCc2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,800.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4446287,CN(Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1)Cc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,310.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4516356,O=C(Nc1cc(COCc2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,300.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate in presence of [gamma-33P]ATP incubated for 30 mins by liquid scintillation counting assay
CHEMBL4434651,c1ccc(Nc2ncc3c(n2)CCCC3)cc1,1760.0,nM,Inhibition of recombinant full length N-terminal GST tagged human CDK5/p25 expressed in baculovirus infected sf9 cells using histone H1 as substrate measured after 60 mins in presence of ATP by ADP-Glo kinase assay
CHEMBL4564126,Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,5000.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,19.0,nM,Inhibition of full-length recombinant human GST and His-tagged CDK5/P25 expressed in baculovirus expression system by Z'-LYTE assay
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,10.0,nM,Inhibition of full-length recombinant human GST and His-tagged CDK5/P25 expressed in baculovirus expression system by Z'-LYTE assay
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,4.4,nM,Inhibition of full-length recombinant human GST and His-tagged CDK5/P25 expressed in baculovirus expression system by Z'-LYTE assay
CHEMBL4552628,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,61.0,nM,Inhibition of full-length recombinant human GST and His-tagged CDK5/P25 expressed in baculovirus expression system by Z'-LYTE assay
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,100000.0,nM,Inhibition of recombinant full length human GST/His-tagged CDK5/p25 expressed in baculovirus expression system using serine/threonine-12 peptide as substrate incubated for 60 mins in presence of ATP by Z'-LYTE assay
CHEMBL4647764,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,1130.0,nM,Inhibition of recombinant human full-length GST/His-tagged CDK5/p25 expressed in baculovirus expression system using FRET-labeled Ser/Thr 12 as substrate measured after 1 hr by Z'-lyte assay
CHEMBL4782409,CN1CC[C@@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,210.0,nM,Inhibition of N-terminal His6-tagged thrombin cleavage site-fused human CDK5 (M1 to P292 residues)/p35 (M1 to R307 residues) expressed in baculovirus infected Sf9 insect cells
CHEMBL4286578,COc1cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=N)=O)c2)n1,890.0,nM,Inhibition of N-terminal GST-tagged human CDK5/N-terminal GST-tagged p35
CHEMBL4764481,Nc1nc(N[C@H]2C[C@@H]3CC[C@H]2C3)sc1C(=O)c1ccccc1[N+](=O)[O-],159.0,nM,Inhibition of CDK5/p35 (unknown origin)
CHEMBL4790926,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc6ccccc6[nH]5)cc4)oc23)CC1,121.0,nM,Inhibition of human CDK5/p25 in presence of ATP by ADP-glo luminescent assay
CHEMBL4787876,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc(-c6ccccc6)c[nH]5)cc4)oc23)CC1,195.0,nM,Inhibition of human CDK5/p25 in presence of ATP by ADP-glo luminescent assay
CHEMBL4781618,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc6ccccc6n5C)cc4)oc23)CC1,284.0,nM,Inhibition of human CDK5/p25 in presence of ATP by ADP-glo luminescent assay
CHEMBL4793858,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc6ccccc6[nH]5)cc4Cl)oc23)CC1,550.0,nM,Inhibition of human CDK5/p25 in presence of ATP by ADP-glo luminescent assay
CHEMBL4788045,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc6ccccc6n5C)cc4Cl)oc23)CC1,1093.0,nM,Inhibition of human CDK5/p25 in presence of ATP by ADP-glo luminescent assay
CHEMBL4788347,COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F,1261.0,nM,Inhibition of CDK5/p25 (unknown origin) preincubated for 20 mins followed by ATP addition and measured after 120 mins in presence of [33P-gamma] ATP by hotspot kinase assay
CHEMBL4776698,CCCCNc1nc2ccc([N+](=O)[O-])cc2[nH]1,10000.0,nM,Inhibition of human recombinant CDK5/p25 expressed in bacterial expression using histone H1 as substrate by ADP-glo assay
CHEMBL4796622,CCCCNc1nc2cc([N+](=O)[O-])ccc2s1,10000.0,nM,Inhibition of human recombinant CDK5/p25 expressed in bacterial expression using histone H1 as substrate by ADP-glo assay
CHEMBL3634367,CN(C)c1nccn2c(-c3ccncc3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4860515,CN(C)c1nccn2c(-c3cccnc3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4848621,CN(C)c1nccn2c(-c3cncnc3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4871059,CN(C)c1nccn2c(-c3cnc(N)nc3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4866187,CN(C)c1nccn2c(-c3ccc4[nH]ncc4c3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4861720,CN(C)c1nccn2c(-c3cnn(C)c3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP measured after 30 mins by ADP-Glo assay
CHEMBL4875029,CSc1nccc(-c2c(-c3ccccc3)nc3c(Cl)nccn23)n1,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4872681,CSc1nccc(-c2c(-c3ccccc3)nc3c(N(C)C)nccn23)n1,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4860872,CN(C)c1nccn2c(-c3ccnc(N)n3)c(-c3ccccc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4851634,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3c(Cl)nccn23)n1,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4875986,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3c(N(C)C)nccn23)n1,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4870529,CN(C)c1nccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nc12,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4877608,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3c(N)nccn23)n1,1000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4853288,Nc1nccc(-c2c(-c3ccc(F)cc3)nc3c(N)nccn23)n1,10000.0,nM,Inhibition of human recombinant CDK5/ p25 expressed in bacterial expression system using histone H1 as substrate in presence of [gamma-33P]ATP by radiometric assay
CHEMBL4848734,CC(=O)c1c(N2CCOCC2)c2ccc(Nc3nccc(-c4ccc5nn(C)c(C(C)C)c5c4)n3)cc2oc1=O,9.0,nM,Inhibition of human CDK5/p25 using histone H1 as substrate incubated for 2 hrs by [gamma-33P]-ATP assay
CHEMBL4856177,CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ccnc5c4)n3)ccc2nn1C,14.7,nM,Inhibition of human CDK5/p25 using histone H1 as substrate incubated for 2 hrs by [gamma-33P]-ATP assay
CHEMBL4869775,CCOC(=O)c1cccc(Nc2cc3nc(SC4CCNCC4)ccc3cn2)c1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL4861166,CN1CCC(N(CC(=O)O)c2ccc3cnc(Nc4cccc(S(N)(=O)=O)c4)cc3n2)CC1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL4878160,CN1CCC(C(=O)c2ccc3cnc(Nc4ccc(-n5cccn5)cc4F)cc3n2)CC1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL4875691,CN1CCC(S(=O)(=O)c2ccc3cnc(Nc4ccc(N5CCCS5(=O)=O)cc4)cc3n2)CC1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL4876976,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(S(C)(=O)=O)cc4)cc3n2)CC1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL4874874,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cccc(C(N)=O)c4)cc3n2)CC1,10.0,nM,Inhibition of full length human CDK5 (1 to 292 residues)/p25 expressed in baculovirus expression system using FL peptide 29 as a substrate preincubated for 30 mins followed by substrate addition incubated for 60 mins in the presence of ATP by mobility shift assay
CHEMBL5088480,OCc1ccn(-c2ccc(Nc3cc4nc(OC5CCNCC5)ccc4cn3)c(F)c2)n1,16.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5094131,OCc1ccn(-c2ccc(Nc3cc4nc(NC5CCNCC5)ccc4cn3)c(F)c2)n1,11.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5094209,OCc1ccn(-c2ccc(Nc3cc4nc(CC5CCNCC5)ccc4cn3)c(F)c2)n1,48.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5093797,O=C(O)CN(c1ccc2cnc(Nc3ccc(-n4ccc(CO)n4)cc3F)cc2n1)C1CCNCC1,26.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5082140,C[C@](O)(c1ccc2cnc(Nc3ccc(-n4ccc(CO)n4)cc3F)cc2n1)C1CCNCC1,3.6,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5093640,CN1CCC(Oc2ccc3cnc(Nc4ccc(-n5ccc(CO)n5)cc4F)cc3n2)CC1,3.9,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5093012,CN1CCC(N(CC(=O)O)c2ccc3cnc(Nc4ccc(-n5ccc(CO)n5)cc4F)cc3n2)CC1,4.5,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5092400,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(-n5ccc(CO)n5)cc4F)cc3n2)CC1,1.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5079772,C[C@H](c1ccc2cnc(Nc3ccc(-n4ccc(CO)n4)cc3F)cc2n1)C1CCN(C)CC1,4.3,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5076000,CN1CCC([C@@H](O)c2ccc3cnc(Nc4ccc(-n5ccc(CO)n5)cc4F)cc3n2)CC1,5.9,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5081712,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccccc4)cc3n2)CC1,0.6,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5077125,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccccc4F)cc3n2)CC1,1.1,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5078762,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(-n5cccn5)cc4F)cc3n2)CC1,0.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5077138,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(S(C)(=O)=O)cc4F)cc3n2)CC1,0.6,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5075328,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(-c5cccc(C#N)c5)cc4F)cc3n2)CC1,0.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5088315,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(-c5cccn(C)c5=O)cc4F)cc3n2)CC1,2.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5078596,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cccc(N5CCOCC5)c4)cc3n2)CC1,1.4,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080866,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)ccc4F)cc3n2)CC1,1.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5079342,CC(=O)N1CCN(c2ccc(F)c(Nc3cc4nc([C@](C)(O)C5CCN(C)CC5)ccc4cn3)c2)CC1,2.7,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5074832,CCc1ccc(F)c(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c1,0.6,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5094270,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)ccc4F)cc3n2)CC1,1.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080351,CC(C)Oc1ccc(F)c(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c1,0.6,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5078192,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)ncc4F)cc3n2)CC1,3.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080566,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)c(C#N)cc4F)cc3n2)CC1,2.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5086711,C#Cc1cc(F)c(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)cc1N1CCOCC1,644.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5086375,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4ccc(C#N)cc4F)cc3n2)CC1,0.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5091792,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCCC5)ncc4F)cc3n2)CC1,0.9,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080123,CC(C)Nc1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cn1,6.3,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
